idx,id,datetime,platform,cloud,collection_category,processing_level,has_lwir11,has_qa_pixel,date,month,out_file,out_exists
1,LC09_L2SP_197025_20260530_02_T1,2026-05-30T10:27:21.530768Z,landsat-9,83.22,T1,NA,TRUE,TRUE,2026-05-30,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260530_lc09_l2sp_197025_20260530_02_t1_LST_C.tif,FALSE
2,LC09_L2SP_197024_20260530_02_T1,2026-05-30T10:26:57.656696Z,landsat-9,30.88,T1,NA,TRUE,TRUE,2026-05-30,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260530_lc09_l2sp_197024_20260530_02_t1_LST_C.tif,FALSE
3,LC09_L2SP_196025_20260523_02_T1,2026-05-23T10:21:12.712721Z,landsat-9,13.5,T1,NA,TRUE,TRUE,2026-05-23,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260523_lc09_l2sp_196025_20260523_02_t1_LST_C.tif,TRUE
4,LC09_L2SP_196024_20260523_02_T1,2026-05-23T10:20:48.842887Z,landsat-9,24.78,T1,NA,TRUE,TRUE,2026-05-23,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260523_lc09_l2sp_196024_20260523_02_t1_LST_C.tif,TRUE
5,LC09_L2SP_196025_20260507_02_T2,2026-05-07T10:21:29.396762Z,landsat-9,85.38,T2,NA,TRUE,TRUE,2026-05-07,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260507_lc09_l2sp_196025_20260507_02_t2_LST_C.tif,FALSE
6,LC09_L2SP_196024_20260507_02_T1,2026-05-07T10:21:05.518454Z,landsat-9,79.16,T1,NA,TRUE,TRUE,2026-05-07,5,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260507_lc09_l2sp_196024_20260507_02_t1_LST_C.tif,FALSE
7,LC09_L2SP_197025_20260428_02_T1,2026-04-28T10:27:47.464465Z,landsat-9,8.3,T1,NA,TRUE,TRUE,2026-04-28,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260428_lc09_l2sp_197025_20260428_02_t1_LST_C.tif,TRUE
8,LC09_L2SP_196025_20260421_02_T1,2026-04-21T10:21:39.574666Z,landsat-9,55.5,T1,NA,TRUE,TRUE,2026-04-21,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260421_lc09_l2sp_196025_20260421_02_t1_LST_C.tif,FALSE
9,LC09_L2SP_196024_20260421_02_T1,2026-04-21T10:21:15.692122Z,landsat-9,11.77,T1,NA,TRUE,TRUE,2026-04-21,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260421_lc09_l2sp_196024_20260421_02_t1_LST_C.tif,TRUE
10,LC08_L2SP_196025_20260413_02_T2,2026-04-13T10:21:28.207036Z,landsat-8,100,T2,NA,TRUE,TRUE,2026-04-13,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260413_lc08_l2sp_196025_20260413_02_t2_LST_C.tif,FALSE
11,LC08_L2SP_196024_20260413_02_T2,2026-04-13T10:21:04.328704Z,landsat-8,100,T2,NA,TRUE,TRUE,2026-04-13,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260413_lc08_l2sp_196024_20260413_02_t2_LST_C.tif,FALSE
12,LC09_L2SP_197025_20260412_02_T1,2026-04-12T10:27:51.478822Z,landsat-9,100,T1,NA,TRUE,TRUE,2026-04-12,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260412_lc09_l2sp_197025_20260412_02_t1_LST_C.tif,FALSE
13,LC09_L2SP_197024_20260412_02_T1,2026-04-12T10:27:27.604751Z,landsat-9,81.05,T1,NA,TRUE,TRUE,2026-04-12,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260412_lc09_l2sp_197024_20260412_02_t1_LST_C.tif,FALSE
14,LC09_L2SP_196025_20260405_02_T1,2026-04-05T10:21:44.821232Z,landsat-9,87.75,T1,NA,TRUE,TRUE,2026-04-05,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260405_lc09_l2sp_196025_20260405_02_t1_LST_C.tif,FALSE
15,LC09_L2SP_196024_20260405_02_T2,2026-04-05T10:21:20.947161Z,landsat-9,98.73,T2,NA,TRUE,TRUE,2026-04-05,4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260405_lc09_l2sp_196024_20260405_02_t2_LST_C.tif,FALSE
16,LC08_L2SP_196025_20260328_02_T2,2026-03-28T10:21:34.796229Z,landsat-8,100,T2,NA,TRUE,TRUE,2026-03-28,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260328_lc08_l2sp_196025_20260328_02_t2_LST_C.tif,FALSE
17,LC08_L2SP_196024_20260328_02_T2,2026-03-28T10:21:10.917897Z,landsat-8,99.99,T2,NA,TRUE,TRUE,2026-03-28,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260328_lc08_l2sp_196024_20260328_02_t2_LST_C.tif,FALSE
18,LC09_L2SP_197025_20260327_02_T1,2026-03-27T10:27:59.872656Z,landsat-9,36.58,T1,NA,TRUE,TRUE,2026-03-27,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260327_lc09_l2sp_197025_20260327_02_t1_LST_C.tif,FALSE
19,LC09_L2SP_197024_20260327_02_T1,2026-03-27T10:27:35.990114Z,landsat-9,35.81,T1,NA,TRUE,TRUE,2026-03-27,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260327_lc09_l2sp_197024_20260327_02_t1_LST_C.tif,FALSE
20,LC09_L2SP_196025_20260320_02_T1,2026-03-20T10:21:48.818701Z,landsat-9,28.52,T1,NA,TRUE,TRUE,2026-03-20,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260320_lc09_l2sp_196025_20260320_02_t1_LST_C.tif,FALSE
21,LC09_L2SP_196024_20260320_02_T1,2026-03-20T10:21:24.944629Z,landsat-9,57.85,T1,NA,TRUE,TRUE,2026-03-20,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260320_lc09_l2sp_196024_20260320_02_t1_LST_C.tif,FALSE
22,LC08_L2SP_197025_20260319_02_T1,2026-03-19T10:27:51.522349Z,landsat-8,4.91,T1,NA,TRUE,TRUE,2026-03-19,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260319_lc08_l2sp_197025_20260319_02_t1_LST_C.tif,FALSE
23,LC08_L2SP_197024_20260319_02_T1,2026-03-19T10:27:27.635543Z,landsat-8,5.48,T1,NA,TRUE,TRUE,2026-03-19,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260319_lc08_l2sp_197024_20260319_02_t1_LST_C.tif,FALSE
24,LC08_L2SP_196025_20260312_02_T1,2026-03-12T10:21:42.534748Z,landsat-8,54.21,T1,NA,TRUE,TRUE,2026-03-12,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260312_lc08_l2sp_196025_20260312_02_t1_LST_C.tif,FALSE
25,LC08_L2SP_196024_20260312_02_T1,2026-03-12T10:21:18.660651Z,landsat-8,44.71,T1,NA,TRUE,TRUE,2026-03-12,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260312_lc08_l2sp_196024_20260312_02_t1_LST_C.tif,FALSE
26,LC09_L2SP_197025_20260311_02_T2,2026-03-11T10:28:07.136901Z,landsat-9,100,T2,NA,TRUE,TRUE,2026-03-11,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260311_lc09_l2sp_197025_20260311_02_t2_LST_C.tif,FALSE
27,LC09_L2SP_197024_20260311_02_T2,2026-03-11T10:27:43.258593Z,landsat-9,100,T2,NA,TRUE,TRUE,2026-03-11,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260311_lc09_l2sp_197024_20260311_02_t2_LST_C.tif,FALSE
28,LC09_L2SP_196025_20260304_02_T1,2026-03-04T10:22:00.958976Z,landsat-9,0.56,T1,NA,TRUE,TRUE,2026-03-04,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260304_lc09_l2sp_196025_20260304_02_t1_LST_C.tif,FALSE
29,LC09_L2SP_196024_20260304_02_T1,2026-03-04T10:21:37.076431Z,landsat-9,16.21,T1,NA,TRUE,TRUE,2026-03-04,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260304_lc09_l2sp_196024_20260304_02_t1_LST_C.tif,FALSE
30,LC08_L2SP_197025_20260303_02_T1,2026-03-03T10:28:01.514926Z,landsat-8,0.22,T1,NA,TRUE,TRUE,2026-03-03,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260303_lc08_l2sp_197025_20260303_02_t1_LST_C.tif,FALSE
31,LC08_L2SP_197024_20260303_02_T1,2026-03-03T10:27:37.632357Z,landsat-8,0.18,T1,NA,TRUE,TRUE,2026-03-03,3,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260303_lc08_l2sp_197024_20260303_02_t1_LST_C.tif,FALSE
32,LC08_L2SP_196025_20260224_02_T2,2026-02-24T10:21:54.082155Z,landsat-8,99.92,T2,NA,TRUE,TRUE,2026-02-24,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260224_lc08_l2sp_196025_20260224_02_t2_LST_C.tif,FALSE
33,LC08_L2SP_196024_20260224_02_T2,2026-02-24T10:21:30.199586Z,landsat-8,84.48,T2,NA,TRUE,TRUE,2026-02-24,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260224_lc08_l2sp_196024_20260224_02_t2_LST_C.tif,FALSE
34,LC09_L2SP_197025_20260223_02_T1,2026-02-23T10:28:12.893551Z,landsat-9,100,T1,NA,TRUE,TRUE,2026-02-23,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260223_lc09_l2sp_197025_20260223_02_t1_LST_C.tif,FALSE
35,LC09_L2SP_197024_20260223_02_T2,2026-02-23T10:27:49.011007Z,landsat-9,89.1,T2,NA,TRUE,TRUE,2026-02-23,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260223_lc09_l2sp_197024_20260223_02_t2_LST_C.tif,FALSE
36,LC09_L2SP_196025_20260216_02_T2,2026-02-16T10:22:03.890112Z,landsat-9,83.24,T2,NA,TRUE,TRUE,2026-02-16,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260216_lc09_l2sp_196025_20260216_02_t2_LST_C.tif,FALSE
37,LC09_L2SP_196024_20260216_02_T2,2026-02-16T10:21:40.016039Z,landsat-9,90.72,T2,NA,TRUE,TRUE,2026-02-16,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260216_lc09_l2sp_196024_20260216_02_t2_LST_C.tif,FALSE
38,LC08_L2SP_197025_20260215_02_T1,2026-02-15T10:28:05.420113Z,landsat-8,63.83,T1,NA,TRUE,TRUE,2026-02-15,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260215_lc08_l2sp_197025_20260215_02_t1_LST_C.tif,FALSE
39,LC08_L2SP_197024_20260215_02_T1,2026-02-15T10:27:41.541780Z,landsat-8,20.03,T1,NA,TRUE,TRUE,2026-02-15,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260215_lc08_l2sp_197024_20260215_02_t1_LST_C.tif,FALSE
40,LC08_L2SP_196025_20260208_02_T1,2026-02-08T10:21:55.395076Z,landsat-8,89.16,T1,NA,TRUE,TRUE,2026-02-08,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260208_lc08_l2sp_196025_20260208_02_t1_LST_C.tif,FALSE
41,LC08_L2SP_196024_20260208_02_T1,2026-02-08T10:21:31.512508Z,landsat-8,68.23,T1,NA,TRUE,TRUE,2026-02-08,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260208_lc08_l2sp_196024_20260208_02_t1_LST_C.tif,FALSE
42,LC09_L2SP_197025_20260207_02_T1,2026-02-07T10:28:19.069767Z,landsat-9,62.91,T1,NA,TRUE,TRUE,2026-02-07,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260207_lc09_l2sp_197025_20260207_02_t1_LST_C.tif,FALSE
43,LC09_L2SP_197024_20260207_02_T1,2026-02-07T10:27:55.187223Z,landsat-9,35.63,T1,NA,TRUE,TRUE,2026-02-07,2,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260207_lc09_l2sp_197024_20260207_02_t1_LST_C.tif,FALSE
44,LC09_L2SP_196025_20260131_02_T2,2026-01-31T10:22:08.020579Z,landsat-9,95.33,T2,NA,TRUE,TRUE,2026-01-31,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260131_lc09_l2sp_196025_20260131_02_t2_LST_C.tif,FALSE
45,LC09_L2SP_196024_20260131_02_T2,2026-01-31T10:21:44.146508Z,landsat-9,89.45,T2,NA,TRUE,TRUE,2026-01-31,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260131_lc09_l2sp_196024_20260131_02_t2_LST_C.tif,FALSE
46,LC08_L2SP_197025_20260130_02_T1,2026-01-30T10:28:07.565835Z,landsat-8,59.26,T1,NA,TRUE,TRUE,2026-01-30,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260130_lc08_l2sp_197025_20260130_02_t1_LST_C.tif,FALSE
47,LC08_L2SP_197024_20260130_02_T1,2026-01-30T10:27:43.679029Z,landsat-8,30.43,T1,NA,TRUE,TRUE,2026-01-30,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260130_lc08_l2sp_197024_20260130_02_t1_LST_C.tif,FALSE
48,LC08_L2SP_196025_20260123_02_T1,2026-01-23T10:22:00.586460Z,landsat-8,29.52,T1,NA,TRUE,TRUE,2026-01-23,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260123_lc08_l2sp_196025_20260123_02_t1_LST_C.tif,FALSE
49,LC08_L2SP_196024_20260123_02_T1,2026-01-23T10:21:36.703892Z,landsat-8,69.5,T1,NA,TRUE,TRUE,2026-01-23,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260123_lc08_l2sp_196024_20260123_02_t1_LST_C.tif,FALSE
50,LC09_L2SP_197025_20260122_02_T1,2026-01-22T10:28:24.030257Z,landsat-9,46.91,T1,NA,TRUE,TRUE,2026-01-22,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260122_lc09_l2sp_197025_20260122_02_t1_LST_C.tif,FALSE
51,LC09_L2SP_197024_20260122_02_T1,2026-01-22T10:28:00.151951Z,landsat-9,6.87,T1,NA,TRUE,TRUE,2026-01-22,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260122_lc09_l2sp_197024_20260122_02_t1_LST_C.tif,FALSE
52,LC09_L2SP_196025_20260115_02_T1,2026-01-15T10:22:13.400448Z,landsat-9,88.75,T1,NA,TRUE,TRUE,2026-01-15,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260115_lc09_l2sp_196025_20260115_02_t1_LST_C.tif,FALSE
53,LC09_L2SP_196024_20260115_02_T2,2026-01-15T10:21:49.513669Z,landsat-9,84.74,T2,NA,TRUE,TRUE,2026-01-15,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260115_lc09_l2sp_196024_20260115_02_t2_LST_C.tif,FALSE
54,LC08_L2SP_197025_20260114_02_T2,2026-01-14T10:28:12.073530Z,landsat-8,92.59,T2,NA,TRUE,TRUE,2026-01-14,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260114_lc08_l2sp_197025_20260114_02_t2_LST_C.tif,FALSE
55,LC08_L2SP_197024_20260114_02_T1,2026-01-14T10:27:48.195197Z,landsat-8,54.74,T1,NA,TRUE,TRUE,2026-01-14,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260114_lc08_l2sp_197024_20260114_02_t1_LST_C.tif,FALSE
56,LC08_L2SP_196025_20260107_02_T2,2026-01-07T10:21:59.129514Z,landsat-8,69.18,T2,NA,TRUE,TRUE,2026-01-07,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260107_lc08_l2sp_196025_20260107_02_t2_LST_C.tif,FALSE
57,LC08_L2SP_196024_20260107_02_T2,2026-01-07T10:21:35.246945Z,landsat-8,59.86,T2,NA,TRUE,TRUE,2026-01-07,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260107_lc08_l2sp_196024_20260107_02_t2_LST_C.tif,FALSE
58,LC09_L2SP_197025_20260106_02_T2,2026-01-06T10:28:24.098740Z,landsat-9,67.15,T2,NA,TRUE,TRUE,2026-01-06,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260106_lc09_l2sp_197025_20260106_02_t2_LST_C.tif,FALSE
59,LC09_L2SP_197024_20260106_02_T2,2026-01-06T10:28:00.216197Z,landsat-9,63.15,T2,NA,TRUE,TRUE,2026-01-06,1,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260106_lc09_l2sp_197024_20260106_02_t2_LST_C.tif,FALSE
60,LC09_L2SP_196025_20251230_02_T1,2025-12-30T10:22:18.289750Z,landsat-9,14.7,T1,NA,TRUE,TRUE,2025-12-30,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251230_lc09_l2sp_196025_20251230_02_t1_LST_C.tif,FALSE
61,LC09_L2SP_197025_20251221_02_T1,2025-12-21T10:28:28.950713Z,landsat-9,71.54,T1,NA,TRUE,TRUE,2025-12-21,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251221_lc09_l2sp_197025_20251221_02_t1_LST_C.tif,FALSE
62,LC09_L2SP_196025_20251214_02_T2,2025-12-14T10:22:14.602437Z,landsat-9,93.21,T2,NA,TRUE,TRUE,2025-12-14,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251214_lc09_l2sp_196025_20251214_02_t2_LST_C.tif,FALSE
63,LC08_L2SP_197025_20251213_02_T2,2025-12-13T10:28:20.743354Z,landsat-8,98.86,T2,NA,TRUE,TRUE,2025-12-13,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251213_lc08_l2sp_197025_20251213_02_t2_LST_C.tif,FALSE
64,LC08_L2SP_196025_20251206_02_T2,2025-12-06T10:22:09.113256Z,landsat-8,93.39,T2,NA,TRUE,TRUE,2025-12-06,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251206_lc08_l2sp_196025_20251206_02_t2_LST_C.tif,FALSE
65,LC08_L2SP_196024_20251206_02_T2,2025-12-06T10:21:45.230688Z,landsat-8,91.35,T2,NA,TRUE,TRUE,2025-12-06,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251206_lc08_l2sp_196024_20251206_02_t2_LST_C.tif,FALSE
66,LC09_L2SP_197025_20251205_02_T2,2025-12-05T10:28:25.860361Z,landsat-9,80.3,T2,NA,TRUE,TRUE,2025-12-05,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251205_lc09_l2sp_197025_20251205_02_t2_LST_C.tif,FALSE
67,LC09_L2SP_197024_20251205_02_T2,2025-12-05T10:28:01.973583Z,landsat-9,77.79,T2,NA,TRUE,TRUE,2025-12-05,12,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251205_lc09_l2sp_197024_20251205_02_t2_LST_C.tif,FALSE
68,LC09_L2SP_196025_20251128_02_T2,2025-11-28T10:22:15.239102Z,landsat-9,100,T2,NA,TRUE,TRUE,2025-11-28,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251128_lc09_l2sp_196025_20251128_02_t2_LST_C.tif,FALSE
69,LC09_L2SP_196024_20251128_02_T2,2025-11-28T10:21:51.352322Z,landsat-9,99.99,T2,NA,TRUE,TRUE,2025-11-28,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251128_lc09_l2sp_196024_20251128_02_t2_LST_C.tif,FALSE
70,LC08_L2SP_197025_20251127_02_T2,2025-11-27T10:28:22.042853Z,landsat-8,97.48,T2,NA,TRUE,TRUE,2025-11-27,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251127_lc08_l2sp_197025_20251127_02_t2_LST_C.tif,FALSE
71,LC08_L2SP_197024_20251127_02_T2,2025-11-27T10:27:58.160284Z,landsat-8,99.93,T2,NA,TRUE,TRUE,2025-11-27,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251127_lc08_l2sp_197024_20251127_02_t2_LST_C.tif,FALSE
72,LC08_L2SP_196025_20251120_02_T1,2025-11-20T10:22:11.795301Z,landsat-8,82.91,T1,NA,TRUE,TRUE,2025-11-20,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251120_lc08_l2sp_196025_20251120_02_t1_LST_C.tif,FALSE
73,LC08_L2SP_196024_20251120_02_T1,2025-11-20T10:21:47.916968Z,landsat-8,43.14,T1,NA,TRUE,TRUE,2025-11-20,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251120_lc08_l2sp_196024_20251120_02_t1_LST_C.tif,FALSE
74,LC09_L2SP_197025_20251119_02_T2,2025-11-19T10:28:23.353375Z,landsat-9,79.76,T2,NA,TRUE,TRUE,2025-11-19,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251119_lc09_l2sp_197025_20251119_02_t2_LST_C.tif,FALSE
75,LC09_L2SP_197024_20251119_02_T2,2025-11-19T10:27:59.466594Z,landsat-9,96.31,T2,NA,TRUE,TRUE,2025-11-19,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251119_lc09_l2sp_197024_20251119_02_t2_LST_C.tif,FALSE
76,LC08_L2SP_197025_20251111_02_T1,2025-11-11T10:28:20.100253Z,landsat-8,72.72,T1,NA,TRUE,TRUE,2025-11-11,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251111_lc08_l2sp_197025_20251111_02_t1_LST_C.tif,FALSE
77,LC08_L2SP_197024_20251111_02_T1,2025-11-11T10:27:56.217685Z,landsat-8,58.59,T1,NA,TRUE,TRUE,2025-11-11,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251111_lc08_l2sp_197024_20251111_02_t1_LST_C.tif,FALSE
78,LC08_L2SP_196025_20251104_02_T1,2025-11-04T10:22:11.632429Z,landsat-8,50.87,T1,NA,TRUE,TRUE,2025-11-04,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251104_lc08_l2sp_196025_20251104_02_t1_LST_C.tif,FALSE
79,LC08_L2SP_196024_20251104_02_T1,2025-11-04T10:21:47.749861Z,landsat-8,88.16,T1,NA,TRUE,TRUE,2025-11-04,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251104_lc08_l2sp_196024_20251104_02_t1_LST_C.tif,FALSE
80,LC09_L2SP_197025_20251103_02_T1,2025-11-03T10:28:23.988968Z,landsat-9,92.19,T1,NA,TRUE,TRUE,2025-11-03,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251103_lc09_l2sp_197025_20251103_02_t1_LST_C.tif,FALSE
81,LC09_L2SP_197024_20251103_02_T1,2025-11-03T10:28:00.110660Z,landsat-9,88.78,T1,NA,TRUE,TRUE,2025-11-03,11,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251103_lc09_l2sp_197024_20251103_02_t1_LST_C.tif,FALSE
82,LC09_L2SP_196025_20251027_02_T1,2025-10-27T10:22:11.126971Z,landsat-9,60.16,T1,NA,TRUE,TRUE,2025-10-27,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251027_lc09_l2sp_196025_20251027_02_t1_LST_C.tif,FALSE
83,LC09_L2SP_196024_20251027_02_T1,2025-10-27T10:21:47.244427Z,landsat-9,75.98,T1,NA,TRUE,TRUE,2025-10-27,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251027_lc09_l2sp_196024_20251027_02_t1_LST_C.tif,FALSE
84,LC08_L2SP_197025_20251026_02_T1,2025-10-26T10:28:19.640419Z,landsat-8,73.13,T1,NA,TRUE,TRUE,2025-10-26,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251026_lc08_l2sp_197025_20251026_02_t1_LST_C.tif,FALSE
85,LC08_L2SP_197024_20251026_02_T1,2025-10-26T10:27:55.757851Z,landsat-8,89.47,T1,NA,TRUE,TRUE,2025-10-26,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251026_lc08_l2sp_197024_20251026_02_t1_LST_C.tif,FALSE
86,LC08_L2SP_196025_20251019_02_T1,2025-10-19T10:22:08.490662Z,landsat-8,90.9,T1,NA,TRUE,TRUE,2025-10-19,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251019_lc08_l2sp_196025_20251019_02_t1_LST_C.tif,FALSE
87,LC08_L2SP_196024_20251019_02_T1,2025-10-19T10:21:44.608094Z,landsat-8,70.18,T1,NA,TRUE,TRUE,2025-10-19,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251019_lc08_l2sp_196024_20251019_02_t1_LST_C.tif,FALSE
88,LC09_L2SP_196025_20251011_02_T1,2025-10-11T10:22:15.268160Z,landsat-9,85.41,T1,NA,TRUE,TRUE,2025-10-11,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251011_lc09_l2sp_196025_20251011_02_t1_LST_C.tif,FALSE
89,LC09_L2SP_196024_20251011_02_T2,2025-10-11T10:21:51.389853Z,landsat-9,100,T2,NA,TRUE,TRUE,2025-10-11,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251011_lc09_l2sp_196024_20251011_02_t2_LST_C.tif,FALSE
90,LC08_L2SP_197025_20251010_02_T1,2025-10-10T10:28:20.654716Z,landsat-8,83.09,T1,NA,TRUE,TRUE,2025-10-10,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251010_lc08_l2sp_197025_20251010_02_t1_LST_C.tif,FALSE
91,LC08_L2SP_197024_20251010_02_T1,2025-10-10T10:27:56.772148Z,landsat-8,62.7,T1,NA,TRUE,TRUE,2025-10-10,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251010_lc08_l2sp_197024_20251010_02_t1_LST_C.tif,FALSE
92,LC08_L2SP_196025_20251003_02_T2,2025-10-03T10:22:06.638078Z,landsat-8,100,T2,NA,TRUE,TRUE,2025-10-03,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251003_lc08_l2sp_196025_20251003_02_t2_LST_C.tif,FALSE
93,LC08_L2SP_196024_20251003_02_T1,2025-10-03T10:21:42.751274Z,landsat-8,95.98,T1,NA,TRUE,TRUE,2025-10-03,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251003_lc08_l2sp_196024_20251003_02_t1_LST_C.tif,FALSE
94,LC09_L2SP_197025_20251002_02_T1,2025-10-02T10:28:19.507165Z,landsat-9,10.14,T1,NA,TRUE,TRUE,2025-10-02,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251002_lc09_l2sp_197025_20251002_02_t1_LST_C.tif,FALSE
95,LC09_L2SP_197024_20251002_02_T1,2025-10-02T10:27:55.628858Z,landsat-9,35.96,T1,NA,TRUE,TRUE,2025-10-02,10,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20251002_lc09_l2sp_197024_20251002_02_t1_LST_C.tif,FALSE
